"機關代碼","機關名稱","郵遞區號","機關地址","機關電話","主管機關代碼","主管機關名稱","傳真","機關生效日期","機關裁撤日期","機關層級","裁撤註記","新機關代碼","新機關名稱","新機關生效日","舊機關代碼","舊機關名稱"
"315063000H","交通部民用航空局蘭嶼輔助站","952","台東縣蘭嶼鄉紅頭村漁人一五一號","089-732006","315060000H","交通部民用航空局","089-732279","0000000","0921117","4","是","315061300H","交通部民用航空局蘭嶼航空站","0921117","",""
"315063100H","交通部民用航空局綠島輔助站","951","台東縣綠島鄉南寮村二三一號","089-672730","315060000H","交通部民用航空局","089-672716","0000000","0921117","4","是","315061400H","交通部民用航空局綠島航空站","0921117","",""
"315063200H","交通部民用航空局七美輔助站","883","澎湖縣七美鄉平和村五十五號","06-9971256","315060000H","交通部民用航空局","06-9971920","0000000","0921117","4","是","315061100H","交通部民用航空局七美航空站","0921117","",""
"315063300H","交通部民用航空局望安輔助站","882","澎湖縣望安鄉中社村一五六號","06-9991806","315060000H","交通部民用航空局","06-9991806","0000000","0921117","4","是","315061200H","交通部民用航空局望安航空站","0921117","",""
"315063400H","交通部民用航空局臺南輔助站","","","--","315060000H","交通部民用航空局","--","0000000","0000000","4","是","","","","",""
"315063500H","交通部民用航空局嘉義輔助站","","","--","315060000H","交通部民用航空局","--","0000000","0000000","4","是","","","","",""
"315063600H","交通部民用航空局臺中輔助站","","","--","315060000H","交通部民用航空局","--","0000000","0000000","4","是","","","","",""
"315063700H","交通部民用航空局馬祖輔助站","210","北竿鄉塘岐村二六一號","0836-56503","315060000H","交通部民用航空局","0836-56504","0000000","0911126","4","是","315064100H","交通部民用航空局北竿輔助站","0911101","",""
"315063800H","交通部民用航空局屏東輔助航空站","900","屏東市勝利路三三三號","08-7665550","315060000H","交通部民用航空局","08-7665550","0000000","0921117","4","是","315061700H","交通部民用航空局屏東航空站","0921117","",""
"315063900H","交通部民用航空局新竹輔助站","300","新竹市東大路一段一號","","315060000H","交通部民用航空局","","0000000","0930521","4","是","","","","",""
"315064000H","交通部民用航空局南竿輔助站","","連江縣南竿鄉復興村二四一號","","315060000H","交通部民用航空局","","0911101","0921117","4","是","315061500H","交通部民用航空局南竿航空站","0921117","",""
"315064100H","交通部民用航空局北竿輔助站","210","北竿鄉塘岐村二六一號","0836-56503","315060000H","交通部民用航空局","","0911101","0921117","4","是","315061600H","交通部民用航空局北竿航空站","0921117","315063700H","交通部民用航空局馬祖輔助站"
"315065000H","交通部民用航空局飛航服務總臺","105","台北市濱江街362號","02-87702129-","315060000H","交通部民用航空局","02-87702612-","0000000","","4","","","","","",""
"315065100H","交通部民用航空局技術人員訓練所","","","--","315060000H","交通部民用航空局","--","0000000","0000000","4","是","","","","",""
"315065200M","交通部民用航空局臺北航空貨運站","","","--","315060000H","交通部民用航空局","--","0000000","0000000","4","是","","","","",""
"315065300M","交通部民用航空局中正國際機場旅館","","","","315060000H","交通部民用航空局","","0000000","0940128","4","是","","","","",""
"315065400H","交通部民用航空局民航人員訓練所","105","台北市濱江街三六二號","02-87702633","315060000H","交通部民用航空局","02-25063818","0000000","","4","","","","","",""
"315066000H","交通部民用航空局航空隊","407","台中市西屯區文華路九水十巷一八五號","04-22911876","315060000H","交通部民用航空局","02-22911250","0000000","0930513","4","是","301120000A","內政部空中勤務總隊籌備處","0930205","",""
"315066100H","交通部民用航空局機場擴建工程處","105","台北市敦北路340之16號","-87701204-","315060000H","交通部民用航空局","--","0910730","1020103","4","是","","","","",""
"315066200H","交通部民用航空局桃園航空客貨運園區開發中","105","台北市敦化北路340-10號2F(台北松山機場第二航廈)","02-87703760","315060000H","交通部民用航空局","","0920321","","4","","","","","",""
"315070000H","交通部中央氣象局","100","台北市公園路64號","02-23491000","315000000H","交通部","02-23491110","0000000","","3","","","","","",""
"315070100H","交通部中央氣象局氣象預報測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315070200H","交通部中央氣象局衛星資料接收站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315070300H","交通部中央氣象局臺北資訊測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315070400H","交通部中央氣象局地震測報中心","100","台北市公園路64號","02-23491177","315070000H","交通部中央氣象局","02-23491059","0000000","","4","","","","","",""
"315070500H","交通部中央氣象局氣象預報中心","100","台北市公園路64號","02-23491234","315070000H","交通部中央氣象局","02-23491059","0000000","","4","","","","","",""
"315070600H","交通部中央氣象局氣象衛星中心","100","台北市公園路64號","02-23491240","315070000H","交通部中央氣象局","02-23491059","0000000","","4","","","","","",""
"315070700H","交通部中央氣象局氣象資訊中心","100","台北市公園路64號","02-23491284","315070000H","交通部中央氣象局","02-23491059","0000000","","4","","","","","",""
"315070800H","交通部中央氣象局氣象儀器檢校中心","231","新北市新店區莒光路二十九號","22122251-3-","315070000H","交通部中央氣象局","--","0000000","","4","","","","","",""
"315070900H","交通部中央氣象局海象測報中心","100","臺北市公園路六十四號","23491194","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315071000H","交通部中央氣象局臺灣南區氣象中心","710","臺南縣永康市正南五街五二０巷八十八號","06-2539837","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315072000H","交通部中央氣象局花蓮氣象雷達觀測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315072100H","交通部中央氣象局高雄氣象雷達觀測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315072200H","交通部中央氣象局臺北氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315072300H","交通部中央氣象局天文測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315072400H","交通部中央氣象局花蓮氣象雷達站","970","花蓮市海岸路十五號之一","03-8223101","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315072500H","交通部中央氣象局高雄氣象雷達站","","","--","315070000H","交通部中央氣象局","--","0000000","0901203","4","是","","","","",""
"315072600H","交通部中央氣象局臺北氣象站","220","新北市板橋區大觀路二段265巷62號","02-29683884-","315070000H","交通部中央氣象局","--","0000000","","4","","","","","",""
"315072700H","交通部中央氣象局天文站","100","臺北市公園路六十四號","23491098","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315072800H","交通部中央氣象局花蓮氣象站","970","花蓮市花崗街二十四號","03-8322025","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315072900H","交通部中央氣象局五分山氣象雷達站","224","新北市瑞芳區八分寮路50號","-24958446-","315070000H","交通部中央氣象局","--","0000000","","4","","","","","",""
"315073000H","交通部中央氣象局墾丁氣象雷達站","946","屏東縣恆春鎮鑾里燈塔路五十一巷三十三號","08-8851870","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315074000H","交通部中央氣象局新竹氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074100H","交通部中央氣象局臺中氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074200H","交通部中央氣象局梧棲氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074300H","交通部中央氣象局嘉義氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074400H","交通部中央氣象局臺南氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074500H","交通部中央氣象局高雄氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074600H","交通部中央氣象局恆春氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315074900H","交通部中央氣象局宜蘭氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315075000H","交通部中央氣象局蘇澳氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315075100H","交通部中央氣象局基隆氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315075200H","交通部中央氣象局澎湖氣象測站","","","--","315070000H","交通部中央氣象局","--","0000000","0000000","4","是","","","","",""
"315075300H","交通部中央氣象局新竹氣象站","302","新竹縣竹北市光明五街六十號","03-5512153","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315075400H","交通部中央氣象局臺中氣象站","404","臺中市精武路二九五號","04-22222505","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315075500H","交通部中央氣象局梧棲氣象站","435","臺中縣梧棲鎮中棲路三段二號六樓","04-26562481","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315075600H","交通部中央氣象局嘉義氣象站","600","嘉義市北湖里海口寮路五十六號","05-2320143","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
"315075700H","交通部中央氣象局臺南氣象站","","","--","315070000H","交通部中央氣象局","--","0000000","0901203","4","是","","","","",""
"315075800H","交通部中央氣象局高雄氣象站","806","高雄市前鎮區漁港南二路四號","07-8213373","315070000H","交通部中央氣象局","","0000000","","4","","","","","",""
